,0,1
0,-8.00935026351031,-0.1740954583514991
1,0.4136114605726613,3.0076370440010494
2,-9.110805850108658,-0.20506416313846093
3,-1.1321429631639495,6.811992414354169
4,-5.494453214023295,-8.567144287185211
5,0.8011469430025571,2.2641246980613716
6,-7.58390373412945,-9.718119288503994
7,-0.05687318667720387,-0.4279547473501805
8,-8.760847685352045,-7.644079709924895
9,-5.075935522889255,-6.840947860849949
10,-5.139548297967292,0.21851827684649117
11,-9.88783756612305,0.5620119394217072
12,0.5485985985012944,4.431474658379635
13,1.0693913238782229,-0.9519282868547483
14,-1.3008742338601649,5.878652398553193
15,-0.4571345883618417,7.247843389044773
16,-8.34860845526923,0.21368136621526512
17,7.192363414897155,7.922875746775121
18,-11.477189779751091,-1.6971489299690417
19,-0.6388806216839349,-1.9444559830267716
20,-7.671235622724712,-2.3313552347055606
21,10.819645685453565,4.972683536421513
22,-2.4685258072581604,5.693686354235933
23,-1.1285710798403938,5.367135244479172
24,1.7531774565115028,5.066639610186407
25,-7.464946116570765,-12.47292948278277
26,-1.8878480744650004,-0.8496561078484197
27,-5.449486488724493,-9.500255314744674
28,-5.620480166462161,-8.9274058798188
29,11.12144757841831,7.447683243021933
30,-5.801788203061879,-9.426193876203603
31,-4.126848819433862,-2.8374712093801873
32,-6.441218855166406,-10.635665111445364
33,-4.580953759324604,-10.875094321867989
34,-1.4518633135025085,4.267580297186575
35,-4.457694129829667,-11.056802450019493
36,-3.8092153607368915,5.799261396322234
37,-1.3032633014473192,3.7652154310800126
38,-7.188664263936535,-7.267939629771892
39,8.884559438072092,6.051570449587988
40,9.27813137115682,5.446331100225009
41,10.496176216760704,6.687286999999518
42,-11.052350105374082,0.11529932487274946
43,9.610623999940909,6.528763885701528
44,-6.750481891084865,-11.459014480150916
45,-7.364327035661914,-2.7035597243498692
46,-7.999538226668899,0.4174504835149423
47,-0.2238993122675612,4.7060884098198645
48,-3.0159113909028767,-1.4983739733251802
49,-1.5319168301879844,3.1938856685762254
50,-11.474481165056385,-0.974430758576088
51,-6.701169195957874,-10.34023782041074
52,-1.3722727074517018,4.299313735176229
53,-7.179237671388231,-9.987410556779531
54,-5.305977885266081,-7.286887720189828
55,-2.493809521837248,2.9297271017422863
56,-0.8371323164472686,3.878863953807958
57,-4.793268536892938,-11.202946842655258
58,6.6248290216806565,10.145468367238296
59,9.987917421236148,8.646216904893247
60,-2.9214266313848793,-0.17347061402703787
61,-1.8806638119441685,-1.2755860667313679
62,7.720446128017143,6.118903488455267
63,-0.6279898087746726,4.906088028077558
64,-2.6540489470439734,-0.362306898409775
65,-11.115384762889644,0.8415331846492371
66,-6.26113976948118,-9.514987678110343
67,8.750450768664294,1.8254776289663086
